"run_accession","experiment_accession","experiment_alias","bam_bytes","bam_ftp","bam_md5","base_count","broker_name","center_name","fastq_aspera","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_md5","first_created","first_public","instrument_model","instrument_platform","last_updated","library_layout","library_name","library_selection","library_source","library_strategy","nominal_length","nominal_sdev","read_count","experiment_title","run_alias","sample_accession","sample_alias","sample_title","scientific_name","secondary_sample_accession","secondary_study_accession","sra_aspera","sra_bytes","sra_ftp","sra_galaxy","sra_md5","study_accession","study_alias","study_title","submission_accession","submitted_aspera","submitted_bytes","submitted_format","submitted_ftp","submitted_galaxy","submitted_md5","tax_id"
"SRR4785927","SRX2316158","GSM2371085","","","","17330566959","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_2.fastq.gz","3265789987;3602298263","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785927/SRR4785927_2.fastq.gz","57c32e6d99983888875a0b90adc52291;e9631dae41033e69766da4652ae653c2","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","86600174","Illumina HiSeq 2000 sequencing: GSM2371085: rheumatoid arthritis tissue 50 Homo sapiens RNA-Seq","GSM2371085_r1","SAMN05963966","GSM2371085","rheumatoid arthritis tissue 50","Homo sapiens","SRS1773080","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4785927","5036588631","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785927","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785927","c5e351c78a283f5cc38402ad78ee62aa","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785933","SRX2316164","GSM2371091","","","","16854233893","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_2.fastq.gz","3176942449;3424889219","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785933/SRR4785933_2.fastq.gz","0cdf54e8325f7be042428d013006c4e9;273e9ccd3864f27266165e2ed75b9150","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","84241487","Illumina HiSeq 2000 sequencing: GSM2371091: rheumatoid arthritis tissue 56 Homo sapiens RNA-Seq","GSM2371091_r1","SAMN05963960","GSM2371091","rheumatoid arthritis tissue 56","Homo sapiens","SRS1773086","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/003/SRR4785933","4939112727","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785933","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785933","5b10fbfa532252e7e11e592446179d25","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785935","SRX2316166","GSM2371093","","","","16674722870","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_2.fastq.gz","3131649608;3607529634","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785935/SRR4785935_2.fastq.gz","9b06a067e36cbaa3fb0df840fdef9e51;b69dc64cd67ea460d142cedd75b33d04","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","83373216","Illumina HiSeq 2000 sequencing: GSM2371093: rheumatoid arthritis tissue 58 Homo sapiens RNA-Seq","GSM2371093_r1","SAMN05963958","GSM2371093","rheumatoid arthritis tissue 58","Homo sapiens","SRS1773088","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785935","5133126739","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785935","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785935","e8169552e1c65900d7d9a311227d11ae","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785943","SRX2316174","GSM2371101","","","","17409870550","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_2.fastq.gz","3312034272;3553201068","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785943/SRR4785943_2.fastq.gz","4c535ac338fe32d3b2323f547a1d01e3;2a011efd1db9a8b33ba35a2de949edbe","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87144218","Illumina HiSeq 2000 sequencing: GSM2371101: rheumatoid arthritis tissue 66 Homo sapiens RNA-Seq","GSM2371101_r1","SAMN05963952","GSM2371101","rheumatoid arthritis tissue 66","Homo sapiens","SRS1773095","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/003/SRR4785943","4958746866","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785943","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785943","e12782df48252273394b73256187fe7c","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785945","SRX2316176","GSM2371103","","","","18803764597","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_2.fastq.gz","3963875613;4110082035","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785945/SRR4785945_2.fastq.gz","2450ae7ac4f89d8dffbce56a673ddaa1;af6fdf11c18c0e1a2456c1a8df5e9ab3","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","94072820","Illumina HiSeq 2000 sequencing: GSM2371103: rheumatoid arthritis tissue 68 Homo sapiens RNA-Seq","GSM2371103_r1","SAMN05963950","GSM2371103","rheumatoid arthritis tissue 68","Homo sapiens","SRS1773099","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785945","5930596617","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785945","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785945","d5194bda9312f814fd889b7018073e13","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785949","SRX2316180","GSM2371107","","","","17941840951","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_2.fastq.gz","3609980475;4173990692","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785949/SRR4785949_2.fastq.gz","31e05bb971616cedcebb245b83281dbd;1a3a18f135b6f8a3fbdf872766897dbc","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","89976949","Illumina HiSeq 2000 sequencing: GSM2371107: rheumatoid arthritis tissue 72 Homo sapiens RNA-Seq","GSM2371107_r1","SAMN05964023","GSM2371107","rheumatoid arthritis tissue 72","Homo sapiens","SRS1773104","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/009/SRR4785949","6104323955","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785949","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785949","46bbcfc4c62dfca73cd89be9a0fc102b","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785955","SRX2316186","GSM2371113","","","","17648980754","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_2.fastq.gz","3863133616;4002408043","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785955/SRR4785955_2.fastq.gz","6ebe582f30df999bf8124cc1d658aaff;1e1ce54894a07555b6eeccedb8a4d3c1","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","88213386","Illumina HiSeq 2000 sequencing: GSM2371113: rheumatoid arthritis tissue 78 Homo sapiens RNA-Seq","GSM2371113_r1","SAMN05964017","GSM2371113","rheumatoid arthritis tissue 78","Homo sapiens","SRS1773106","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785955","5883633570","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785955","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785955","abefbe878bd8e46ba1ddab2157a12da6","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785956","SRX2316187","GSM2371114","","","","18185790205","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_2.fastq.gz","3945373607;4000773403","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785956/SRR4785956_2.fastq.gz","d72d5f7716cd5664d58d9bae8c8fbfd6;8ad9fc21cd0715ecd930518de8c96298","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91291372","Illumina HiSeq 2000 sequencing: GSM2371114: rheumatoid arthritis tissue 79 Homo sapiens RNA-Seq","GSM2371114_r1","SAMN05964016","GSM2371114","rheumatoid arthritis tissue 79","Homo sapiens","SRS1773110","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/006/SRR4785956","6448970246","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785956","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785956","e2d66556b494588feddf486f71c11eba","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785959","SRX2316190","GSM2371117","","","","18230092322","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_2.fastq.gz","3425001328;3786420901","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785959/SRR4785959_2.fastq.gz","37f0c98cbbf4c4f45dd9212f3e95d326;553690f919ac1b75c7123fa740b96868","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91015013","Illumina HiSeq 2000 sequencing: GSM2371117: rheumatoid arthritis tissue 82 Homo sapiens RNA-Seq","GSM2371117_r1","SAMN05964013","GSM2371117","rheumatoid arthritis tissue 82","Homo sapiens","SRS1773111","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/009/SRR4785959","5120131049","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785959","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785959","dab491407b8ce3c7f3dc1cf730fb891a","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785960","SRX2316191","GSM2371118","","","","17405619513","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_2.fastq.gz","3505996486;3604359956","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785960/SRR4785960_2.fastq.gz","32b6e1c4399ab745f60f37b2ebc5cba2;7e6d8a3196d9e38077473c74d5f44a83","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87483782","Illumina HiSeq 2000 sequencing: GSM2371118: rheumatoid arthritis tissue 83 Homo sapiens RNA-Seq","GSM2371118_r1","SAMN05964012","GSM2371118","rheumatoid arthritis tissue 83","Homo sapiens","SRS1773112","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4785960","5394977336","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785960","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785960","0c58096ff569ecc83a91d8ca59dff7d6","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785961","SRX2316192","GSM2371119","","","","15338693219","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_2.fastq.gz","2744031390;3294497195","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785961/SRR4785961_2.fastq.gz","6e5d40726a43d59a0af9d448b23a41be;9d5603d257f9ba083644fb2449ed828d","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","77074753","Illumina HiSeq 2000 sequencing: GSM2371119: rheumatoid arthritis tissue 84 Homo sapiens RNA-Seq","GSM2371119_r1","SAMN05964011","GSM2371119","rheumatoid arthritis tissue 84","Homo sapiens","SRS1773115","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/001/SRR4785961","4983940954","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/001/SRR4785961","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/001/SRR4785961","5c6b89c7cb1641333896c26b0669a16e","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785964","SRX2316195","GSM2371122","","","","17799314492","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_2.fastq.gz","3466868032;3935946179","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785964/SRR4785964_2.fastq.gz","377b9049b745a1b6ef3e29a25f584d8c;e585059614c6028de09732c3bdd89dff","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","89490295","Illumina HiSeq 2000 sequencing: GSM2371122: rheumatoid arthritis tissue 87 Homo sapiens RNA-Seq","GSM2371122_r1","SAMN05964008","GSM2371122","rheumatoid arthritis tissue 87","Homo sapiens","SRS1773117","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4785964","5607823514","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785964","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785964","77202be2395c56c82fbe9e5de78517b6","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785965","SRX2316196","GSM2371123","","","","18336040739","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_2.fastq.gz","4185499475;4229151541","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785965/SRR4785965_2.fastq.gz","c1ed9d91d7359576cb7b67feb72ab18a;8d26428d45274821ab49d500952320cd","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91870004","Illumina HiSeq 2000 sequencing: GSM2371123: rheumatoid arthritis tissue 88 Homo sapiens RNA-Seq","GSM2371123_r1","SAMN05964007","GSM2371123","rheumatoid arthritis tissue 88","Homo sapiens","SRS1773118","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785965","6320721228","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785965","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785965","ebb7d0e40cb1dc9d548f3080c83a3cf2","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785967","SRX2316198","GSM2371125","","","","18399029355","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_2.fastq.gz","3494330215;3837498733","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785967/SRR4785967_2.fastq.gz","122a79ddecbcc45dc11339b76e24f1d2;0818610fd142d4a759133fca53ea412c","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","92069629","Illumina HiSeq 2000 sequencing: GSM2371125: rheumatoid arthritis tissue 90 Homo sapiens RNA-Seq","GSM2371125_r1","SAMN05964005","GSM2371125","rheumatoid arthritis tissue 90","Homo sapiens","SRS1773120","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4785967","5648052925","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785967","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785967","a41ae576da32248be31c1bc0d080c0d0","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785969","SRX2316200","GSM2371127","","","","16403166012","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_2.fastq.gz","3150801402;3365516114","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785969/SRR4785969_2.fastq.gz","b1ec84840ba6578dd903c6e7567d522e;6c3463caab523faf832743eb11909662","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","82150336","Illumina HiSeq 2000 sequencing: GSM2371127: rheumatoid arthritis tissue 92 Homo sapiens RNA-Seq","GSM2371127_r1","SAMN05964003","GSM2371127","rheumatoid arthritis tissue 92","Homo sapiens","SRS1773122","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/009/SRR4785969","4693187973","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785969","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785969","6cd046365789b7c64e512083bc07b1b1","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785970","SRX2316201","GSM2371128","","","","18142205652","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_2.fastq.gz","3851416861;3973603546","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785970/SRR4785970_2.fastq.gz","67229b4bf91a14970977981a1f8a2ce4;77918c65037b579115d95fc66ffe289d","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91003285","Illumina HiSeq 2000 sequencing: GSM2371128: rheumatoid arthritis tissue 93 Homo sapiens RNA-Seq","GSM2371128_r1","SAMN05964002","GSM2371128","rheumatoid arthritis tissue 93","Homo sapiens","SRS1773123","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4785970","6015365193","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785970","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785970","626e12505db6b528b639e37fd7f482c1","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
